UTC;model1.direcao_vento_100m;model1.direcao_vento_10m;model1.velocidade_vento_100m;model1.velocidade_vento_10m;target.velocidade_vento;model2.direcao_vento_10m;model2.direcao_vento_100m;model2.velocidade_vento_10m;model2.velocidade_vento_100m
2018-01-31 03:00:00;198.4;196.86;10.72;8.9;8.94;197.59;201.78;7.82;10.31
2018-01-31 03:30:00;195.19;193.67;10.92;9.0;9.18;195.02;199.04;8.06;10.58
2018-01-31 04:00:00;192.1;190.57;11.15;9.14;10.49;192.6;196.44;8.31;10.86
2018-01-31 04:30:00;189.14;187.56;11.41;9.3;10.97;190.33;193.98;8.58;11.17
2018-01-31 05:00:00;186.32;184.67;11.71;9.48;9.79;188.2;191.66;8.86;11.5
2018-01-31 05:30:00;183.65;181.89;12.02;9.69;10.6;186.2;189.47;9.15;11.84
2018-01-31 06:00:00;181.12;179.23;12.37;9.91;10.24;184.33;187.4;9.46;12.21
2018-01-31 06:30:00;182.31;180.18;13.08;10.39;10.68;184.45;187.12;9.88;12.83
2018-01-31 07:00:00;183.39;181.04;13.79;10.87;10.65;184.55;186.87;10.31;13.45
2018-01-31 07:30:00;184.35;181.83;14.51;11.35;10.84;184.65;186.63;10.74;14.08
2018-01-31 08:00:00;185.23;182.56;15.24;11.83;11.21;184.75;186.42;11.16;14.7
2018-01-31 08:30:00;186.02;183.22;15.96;12.31;12.4;184.83;186.23;11.59;15.33
2018-01-31 09:00:00;186.74;183.84;16.69;12.8;13.76;184.91;186.05;12.01;15.95
2018-01-31 09:30:00;189.57;186.47;16.07;12.24;14.37;189.21;190.48;11.59;15.63
2018-01-31 10:00:00;192.62;189.34;15.49;11.7;14.83;193.8;195.08;11.23;15.41
2018-01-31 10:30:00;195.9;192.48;14.96;11.2;15.29;198.66;199.77;10.95;15.29
2018-01-31 11:00:00;199.4;195.91;14.48;10.73;15.05;203.74;204.51;10.76;15.27
2018-01-31 11:30:00;203.13;199.63;14.06;10.31;14.46;208.96;209.23;10.65;15.36
2018-01-31 12:00:00;207.07;203.65;13.7;9.93;14.94;214.25;213.86;10.63;15.55
2018-01-31 12:30:00;210.78;207.49;13.09;9.51;14.86;215.76;215.87;10.3;14.99
2018-01-31 13:00:00;214.83;211.66;12.55;9.14;13.97;217.38;218.04;9.98;14.45
2018-01-31 13:30:00;219.23;216.16;12.07;8.82;12.2;219.1;220.37;9.67;13.94
2018-01-31 14:00:00;223.95;220.96;11.67;8.56;11.62;220.93;222.87;9.37;13.44
2018-01-31 14:30:00;228.98;226.03;11.35;8.37;10.48;222.88;225.56;9.08;12.98
2018-01-31 15:00:00;234.25;231.29;11.12;8.24;9.9;224.95;228.45;8.8;12.55
2018-01-31 15:30:00;230.68;227.79;11.51;8.56;8.97;228.59;232.15;8.52;12.22
2018-01-31 16:00:00;227.36;224.55;11.94;8.9;8.78;232.46;236.03;8.27;11.96
2018-01-31 16:30:00;224.27;221.56;12.4;9.27;10.81;236.55;240.06;8.06;11.75
2018-01-31 17:00:00;221.41;218.8;12.9;9.66;11.83;240.84;244.23;7.9;11.6
2018-01-31 17:30:00;218.78;216.27;13.42;10.08;10.51;245.28;248.48;7.78;11.51
2018-01-31 18:00:00;216.34;213.94;13.98;10.51;8.7;249.84;252.77;7.71;11.48
2018-01-31 18:30:00;221.41;219.2;13.48;10.18;8.59;247.75;250.82;7.77;11.55
2018-01-31 19:00:00;226.81;224.75;13.09;9.95;7.96;245.7;248.9;7.85;11.63
2018-01-31 19:30:00;232.5;230.53;12.83;9.81;9.14;243.69;247.0;7.93;11.72
2018-01-31 20:00:00;238.35;236.4;12.7;9.77;9.78;241.73;245.14;8.03;11.83
2018-01-31 20:30:00;244.27;242.27;12.7;9.83;10.66;239.81;243.31;8.13;11.95
2018-01-31 21:00:00;250.12;247.99;12.84;10.0;10.43;237.95;241.51;8.24;12.07
2018-01-31 21:30:00;248.14;246.0;12.75;9.9;10.05;238.32;241.72;8.44;12.25
2018-01-31 22:00:00;246.13;243.98;12.67;9.82;10.84;238.68;241.93;8.63;12.42
2018-01-31 22:30:00;244.1;241.92;12.61;9.75;10.44;239.02;242.13;8.82;12.59
2018-01-31 23:00:00;242.05;239.84;12.56;9.69;11.27;239.35;242.32;9.02;12.76
2018-01-31 23:30:00;239.99;237.74;12.53;9.65;11.19;239.66;242.51;9.21;12.93
2018-02-01 00:00:00;237.92;235.61;12.52;9.62;10.73;239.96;242.7;9.41;13.1
2018-02-01 00:30:00;236.26;234.0;12.48;9.67;11.11;239.33;242.16;9.54;13.17
2018-02-01 01:00:00;234.59;232.4;12.46;9.72;11.39;238.72;241.63;9.66;13.24
2018-02-01 01:30:00;232.91;230.82;12.45;9.79;11.4;238.12;241.11;9.79;13.3
2018-02-01 02:00:00;231.24;229.27;12.44;9.86;12.35;237.53;240.59;9.93;13.37
2018-02-01 02:30:00;229.56;227.73;12.45;9.93;12.36;236.97;240.08;10.06;13.44
2018-02-01 03:00:00;227.89;226.22;12.47;10.02;11.44;236.41;239.57;10.19;13.51
2018-02-01 03:30:00;228.03;226.4;12.48;10.04;11.62;234.52;237.78;10.17;13.43
2018-02-01 04:00:00;228.17;226.58;12.48;10.06;11.53;232.62;235.97;10.17;13.35
2018-02-01 04:30:00;228.31;226.75;12.49;10.07;11.72;230.72;234.14;10.18;13.29
2018-02-01 05:00:00;228.44;226.93;12.5;10.09;11.51;228.83;232.3;10.19;13.24
2018-02-01 05:30:00;228.58;227.1;12.51;10.11;11.39;226.94;230.44;10.22;13.21
2018-02-01 06:00:00;228.72;227.28;12.52;10.13;12.28;225.07;228.57;10.26;13.19
2018-02-01 06:30:00;227.01;225.54;12.51;10.18;12.98;224.53;228.05;10.2;13.04
2018-02-01 07:00:00;225.3;223.83;12.52;10.24;12.81;223.98;227.51;10.15;12.9
2018-02-01 07:30:00;223.6;222.14;12.54;10.31;13.06;223.43;226.96;10.09;12.75
2018-02-01 08:00:00;221.9;220.47;12.57;10.39;12.9;222.87;226.4;10.03;12.61
2018-02-01 08:30:00;220.21;218.83;12.61;10.48;12.43;222.31;225.83;9.98;12.47
2018-02-01 09:00:00;218.54;217.21;12.66;10.57;12.02;221.74;225.24;9.92;12.33
2018-02-01 09:30:00;219.44;218.12;12.75;10.55;11.47;221.2;224.5;9.76;12.27
2018-02-01 10:00:00;220.32;219.03;12.84;10.53;10.51;220.63;223.74;9.59;12.22
2018-02-01 10:30:00;221.19;219.95;12.93;10.51;10.91;220.05;222.98;9.43;12.16
2018-02-01 11:00:00;222.05;220.87;13.03;10.5;10.77;219.45;222.22;9.26;12.11
2018-02-01 11:30:00;222.9;221.79;13.13;10.49;10.79;218.83;221.44;9.1;12.06
2018-02-01 12:00:00;223.73;222.71;13.23;10.48;10.84;218.18;220.67;8.94;12.02
2018-02-01 12:30:00;222.81;221.83;13.16;10.48;11.11;216.9;219.51;8.87;12.0
2018-02-01 13:00:00;221.87;220.94;13.1;10.48;11.4;215.59;218.35;8.8;11.99
2018-02-01 13:30:00;220.93;220.06;13.03;10.48;9.68;214.27;217.18;8.73;11.99
2018-02-01 14:00:00;219.97;219.18;12.97;10.49;10.68;212.93;216.02;8.67;11.99
2018-02-01 14:30:00;219.01;218.3;12.92;10.5;11.46;211.57;214.86;8.62;12.0
2018-02-01 15:00:00;218.04;217.42;12.86;10.51;11.58;210.19;213.7;8.57;12.01
2018-02-01 15:30:00;216.69;216.0;12.74;10.34;11.31;209.17;212.62;8.55;11.97
2018-02-01 16:00:00;215.32;214.54;12.63;10.17;11.64;208.14;211.53;8.54;11.93
2018-02-01 16:30:00;213.92;213.03;12.52;10.0;11.49;207.11;210.44;8.53;11.9
2018-02-01 17:00:00;212.5;211.47;12.42;9.85;11.39;206.07;209.35;8.52;11.88
2018-02-01 17:30:00;211.06;209.86;12.33;9.7;11.05;205.04;208.25;8.52;11.86
2018-02-01 18:00:00;209.6;208.2;12.25;9.56;11.35;204.01;207.14;8.52;11.84
2018-02-01 18:30:00;208.49;207.1;12.29;9.69;12.71;204.33;207.13;8.89;12.11
2018-02-01 19:00:00;207.4;206.02;12.33;9.82;13.04;204.63;207.12;9.26;12.38
2018-02-01 19:30:00;206.32;204.98;12.38;9.96;12.95;204.91;207.11;9.63;12.65
2018-02-01 20:00:00;205.24;203.96;12.44;10.1;12.56;205.17;207.1;10.0;12.92
2018-02-01 20:30:00;204.18;202.97;12.49;10.25;12.24;205.41;207.09;10.37;13.2
2018-02-01 21:00:00;203.12;202.01;12.55;10.39;12.64;205.63;207.08;10.74;13.47
2018-02-01 21:30:00;203.25;202.15;12.7;10.5;13.41;206.3;207.73;10.74;13.47
2018-02-01 22:00:00;203.37;202.28;12.84;10.62;14.19;206.96;208.37;10.74;13.47
2018-02-01 22:30:00;203.49;202.41;12.99;10.73;14.06;207.63;209.02;10.75;13.47
2018-02-01 23:00:00;203.61;202.54;13.13;10.84;13.17;208.29;209.67;10.76;13.48
2018-02-01 23:30:00;203.73;202.66;13.27;10.96;13.0;208.95;210.32;10.76;13.49
2018-02-02 00:00:00;203.84;202.78;13.42;11.07;13.07;209.62;210.97;10.77;13.5
2018-02-02 00:30:00;204.66;203.65;13.29;10.98;13.27;209.29;210.74;10.64;13.33
2018-02-02 01:00:00;205.49;204.53;13.17;10.89;13.38;208.96;210.5;10.51;13.17
2018-02-02 01:30:00;206.34;205.43;13.05;10.8;13.47;208.62;210.26;10.38;13.0
2018-02-02 02:00:00;207.2;206.34;12.93;10.71;13.56;208.27;210.01;10.26;12.84
2018-02-02 02:30:00;208.07;207.27;12.82;10.63;13.49;207.91;209.75;10.13;12.68
2018-02-02 03:00:00;208.97;208.21;12.71;10.55;13.1;207.54;209.49;10.0;12.51
2018-02-02 03:30:00;209.18;208.46;12.39;10.33;12.48;206.96;208.87;9.86;12.34
2018-02-02 04:00:00;209.41;208.72;12.08;10.1;11.92;206.36;208.23;9.72;12.17
2018-02-02 04:30:00;209.65;208.99;11.77;9.87;12.12;205.74;207.57;9.57;12.0
2018-02-02 05:00:00;209.91;209.28;11.45;9.64;11.55;205.1;206.89;9.44;11.83
2018-02-02 05:30:00;210.17;209.58;11.14;9.42;11.32;204.45;206.19;9.3;11.66
2018-02-02 06:00:00;210.46;209.9;10.82;9.19;10.92;203.77;205.48;9.16;11.5
2018-02-02 06:30:00;209.17;208.54;10.64;9.07;10.5;203.79;205.71;8.86;11.08
2018-02-02 07:00:00;207.85;207.15;10.47;8.96;10.62;203.81;205.96;8.57;10.67
2018-02-02 07:30:00;206.48;205.72;10.3;8.86;10.08;203.83;206.23;8.27;10.26
2018-02-02 08:00:00;205.07;204.27;10.13;8.76;9.43;203.85;206.52;7.97;9.84
2018-02-02 08:30:00;203.61;202.77;9.98;8.66;8.72;203.88;206.84;7.68;9.43
2018-02-02 09:00:00;202.1;201.25;9.83;8.57;8.47;203.91;207.19;7.38;9.02
2018-02-02 09:30:00;202.54;201.79;9.24;8.09;8.12;202.72;206.36;7.01;8.53
2018-02-02 10:00:00;203.04;202.4;8.65;7.6;7.77;201.4;205.43;6.64;8.04
2018-02-02 10:30:00;203.61;203.09;8.06;7.12;7.34;199.92;204.39;6.28;7.55
2018-02-02 11:00:00;204.27;203.88;7.48;6.63;6.83;198.26;203.2;5.92;7.06
2018-02-02 11:30:00;205.05;204.79;6.89;6.15;7.13;196.4;201.83;5.57;6.58
2018-02-02 12:00:00;205.96;205.86;6.31;5.67;6.71;194.28;200.25;5.22;6.1
2018-02-02 12:30:00;205.85;205.73;5.75;5.18;6.53;193.52;199.38;4.76;5.62
2018-02-02 13:00:00;205.72;205.58;5.19;4.7;6.18;192.59;198.35;4.3;5.14
2018-02-02 13:30:00;205.56;205.38;4.63;4.21;5.32;191.45;197.11;3.85;4.66
2018-02-02 14:00:00;205.34;205.14;4.07;3.72;4.74;190.0;195.59;3.4;4.19
2018-02-02 14:30:00;205.06;204.82;3.51;3.23;4.09;188.1;193.68;2.95;3.71
2018-02-02 15:00:00;204.68;204.39;2.95;2.75;3.33;185.53;191.21;2.5;3.25
2018-02-02 15:30:00;208.35;207.53;2.37;2.21;2.75;187.52;193.01;2.32;3.08
2018-02-02 16:00:00;214.32;212.68;1.81;1.68;2.47;189.85;195.01;2.14;2.91
2018-02-02 16:30:00;225.34;222.4;1.29;1.17;1.71;192.59;197.26;1.97;2.74
2018-02-02 17:00:00;248.67;244.66;0.88;0.75;1.32;195.86;199.79;1.8;2.58
2018-02-02 17:30:00;290.88;291.9;0.76;0.6;1.0;199.79;202.64;1.64;2.43
2018-02-02 18:00:00;324.79;329.94;1.05;0.89;0.92;204.56;205.88;1.48;2.28
2018-02-02 18:30:00;345.09;346.62;1.77;1.58;1.14;230.15;227.5;1.01;1.4
2018-02-02 19:00:00;353.25;352.94;2.58;2.32;1.36;273.59;278.43;0.93;1.08
2018-02-02 19:30:00;357.48;356.18;3.41;3.08;2.43;305.04;318.77;1.33;1.68
2018-02-02 20:00:00;0.03;358.14;4.25;3.84;3.78;319.69;334.2;1.92;2.63
2018-02-02 20:30:00;1.74;359.45;5.1;4.61;4.04;327.16;341.2;2.58;3.67
2018-02-02 21:00:00;2.96;0.38;5.96;5.38;3.55;331.55;345.08;3.27;4.74
2018-02-02 21:30:00;5.79;3.64;6.31;5.67;5.2;341.34;350.99;3.81;5.31
2018-02-02 22:00:00;8.31;6.57;6.68;5.98;7.31;348.56;355.7;4.43;5.93
2018-02-02 22:30:00;10.57;9.2;7.05;6.31;8.5;353.93;359.51;5.1;6.58
2018-02-02 23:00:00;12.59;11.57;7.44;6.64;8.62;358.03;2.61;5.81;7.25
2018-02-02 23:30:00;14.41;13.71;7.84;6.99;8.91;1.22;5.19;6.54;7.95
2018-02-03 00:00:00;16.06;15.65;8.24;7.35;8.63;3.77;7.34;7.29;8.65
2018-02-03 00:30:00;12.74;12.32;8.14;7.26;8.29;2.66;5.51;7.18;8.4
2018-02-03 01:00:00;9.36;8.92;8.07;7.19;7.3;1.52;3.57;7.07;8.17
2018-02-03 01:30:00;5.93;5.46;8.02;7.15;7.18;0.34;1.52;6.97;7.94
2018-02-03 02:00:00;2.47;1.99;8.01;7.14;7.65;359.13;359.34;6.86;7.72
2018-02-03 02:30:00;359.01;358.51;8.02;7.15;8.08;357.88;357.05;6.77;7.51
2018-02-03 03:00:00;355.58;355.06;8.07;7.19;7.7;356.6;354.63;6.67;7.32
2018-02-03 03:30:00;355.21;354.8;7.99;7.14;7.3;356.55;354.81;6.56;7.21
2018-02-03 04:00:00;354.83;354.54;7.91;7.08;7.19;356.49;355.0;6.45;7.09
2018-02-03 04:30:00;354.45;354.28;7.83;7.02;7.27;356.44;355.19;6.34;6.98
2018-02-03 05:00:00;354.06;354.01;7.75;6.97;7.21;356.38;355.39;6.22;6.87
2018-02-03 05:30:00;353.66;353.74;7.68;6.92;7.56;356.33;355.6;6.11;6.75
2018-02-03 06:00:00;353.26;353.46;7.6;6.86;7.24;356.27;355.82;6.0;6.64
2018-02-03 06:30:00;353.04;353.39;7.33;6.64;6.7;356.71;356.18;5.79;6.42
2018-02-03 07:00:00;352.8;353.32;7.05;6.42;6.52;357.18;356.57;5.59;6.2
2018-02-03 07:30:00;352.54;353.24;6.78;6.19;6.34;357.69;356.99;5.38;5.97
2018-02-03 08:00:00;352.27;353.15;6.5;5.97;5.41;358.24;357.44;5.17;5.75
2018-02-03 08:30:00;351.96;353.06;6.23;5.75;5.16;358.84;357.93;4.96;5.53
2018-02-03 09:00:00;351.63;352.96;5.95;5.53;5.37;359.48;358.46;4.76;5.31
2018-02-03 09:30:00;348.78;349.91;5.57;5.17;6.53;356.75;355.72;4.57;5.03
2018-02-03 10:00:00;345.51;346.42;5.21;4.82;6.71;353.79;352.67;4.39;4.77
2018-02-03 10:30:00;341.77;342.41;4.86;4.5;4.42;350.59;349.26;4.22;4.51
2018-02-03 11:00:00;337.48;337.81;4.54;4.2;3.72;347.13;345.47;4.06;4.28
2018-02-03 11:30:00;332.56;332.54;4.25;3.93;3.27;343.41;341.27;3.93;4.07
2018-02-03 12:00:00;326.96;326.57;3.99;3.71;3.54;339.44;336.63;3.81;3.88
2018-02-03 12:30:00;329.29;329.06;4.03;3.74;3.1;339.42;338.41;3.93;4.04
2018-02-03 13:00:00;331.56;331.51;4.07;3.79;3.49;339.39;340.05;4.06;4.19
2018-02-03 13:30:00;333.79;333.89;4.13;3.84;3.8;339.37;341.58;4.19;4.35
2018-02-03 14:00:00;335.95;336.2;4.18;3.9;4.32;339.35;342.99;4.32;4.51
2018-02-03 14:30:00;338.05;338.44;4.25;3.96;3.72;339.33;344.31;4.44;4.68
2018-02-03 15:00:00;340.09;340.61;4.32;4.03;3.49;339.31;345.53;4.57;4.85
2018-02-03 15:30:00;338.91;339.22;4.21;3.92;5.28;342.32;347.78;4.59;4.91
2018-02-03 16:00:00;337.66;337.75;4.11;3.81;5.58;345.3;349.97;4.62;4.99
2018-02-03 16:30:00;336.36;336.19;4.01;3.71;4.93;348.23;352.1;4.67;5.06
2018-02-03 17:00:00;334.98;334.54;3.91;3.6;4.08;351.09;354.15;4.72;5.15
2018-02-03 17:30:00;333.54;332.8;3.81;3.5;3.23;353.88;356.14;4.79;5.24
2018-02-03 18:00:00;332.02;330.96;3.72;3.41;3.72;356.59;358.06;4.87;5.34
2018-02-03 18:30:00;335.47;334.05;3.87;3.55;2.68;356.66;358.45;4.61;5.0
2018-02-03 19:00:00;338.66;336.9;4.03;3.7;3.62;356.73;358.89;4.35;4.66
2018-02-03 19:30:00;341.59;339.51;4.2;3.86;3.96;356.82;359.41;4.09;4.32
2018-02-03 20:00:00;344.28;341.92;4.39;4.03;3.74;356.92;0.02;3.83;3.98
2018-02-03 20:30:00;346.74;344.13;4.58;4.2;3.2;357.03;0.74;3.57;3.64
2018-02-03 21:00:00;349.01;346.16;4.78;4.38;2.7;357.16;1.61;3.31;3.3
2018-02-03 21:30:00;358.0;355.64;4.46;4.09;2.19;5.62;11.91;3.03;3.1
2018-02-03 22:00:00;8.09;6.24;4.26;3.92;2.23;15.51;23.21;2.84;3.01
2018-02-03 22:30:00;18.8;17.34;4.21;3.9;2.19;26.49;34.72;2.73;3.04
2018-02-03 23:00:00;29.4;28.16;4.3;4.03;3.73;37.89;45.57;2.74;3.19
2018-02-03 23:30:00;39.25;38.01;4.53;4.28;5.59;48.83;55.14;2.84;3.44
2018-02-04 00:00:00;47.9;46.53;4.88;4.65;5.23;58.64;63.21;3.05;3.77
2018-02-04 00:30:00;48.61;47.21;5.06;4.78;5.02;60.37;63.55;3.31;4.02
2018-02-04 01:00:00;49.27;47.85;5.24;4.92;5.54;61.85;63.85;3.57;4.27
2018-02-04 01:30:00;49.88;48.45;5.42;5.06;5.33;63.12;64.12;3.83;4.52
2018-02-04 02:00:00;50.46;49.02;5.61;5.2;4.77;64.23;64.36;4.1;4.76
2018-02-04 02:30:00;50.99;49.56;5.79;5.33;4.43;65.2;64.58;4.37;5.01
2018-02-04 03:00:00;51.5;50.08;5.97;5.47;5.04;66.07;64.77;4.63;5.26
2018-02-04 03:30:00;44.73;43.48;6.1;5.49;6.67;62.81;60.58;4.58;5.08
2018-02-04 04:00:00;38.32;37.01;6.3;5.58;5.62;59.49;56.11;4.54;4.93
2018-02-04 04:30:00;32.38;30.81;6.58;5.74;5.29;56.13;51.38;4.52;4.81
2018-02-04 05:00:00;26.97;25.02;6.92;5.96;6.48;52.74;46.45;4.51;4.72
2018-02-04 05:30:00;22.12;19.69;7.32;6.24;6.86;49.36;41.37;4.52;4.67
2018-02-04 06:00:00;17.79;14.85;7.77;6.56;5.92;46.0;36.22;4.55;4.66
2018-02-04 06:30:00;20.39;17.62;8.72;7.32;6.21;42.94;36.42;4.73;5.23
2018-02-04 07:00:00;22.47;19.87;9.69;8.09;6.91;40.12;36.57;4.93;5.8
2018-02-04 07:30:00;24.17;21.72;10.67;8.87;8.28;37.52;36.7;5.14;6.38
2018-02-04 08:00:00;25.58;23.28;11.66;9.65;8.98;35.13;36.81;5.35;6.95
2018-02-04 08:30:00;26.77;24.6;12.65;10.44;10.9;32.93;36.9;5.58;7.52
2018-02-04 09:00:00;27.79;25.73;13.65;11.24;11.9;30.91;36.97;5.81;8.09
2018-02-04 09:30:00;30.17;28.31;13.51;11.12;11.99;32.8;38.27;6.46;9.01
2018-02-04 10:00:00;32.59;30.94;13.39;11.03;12.36;34.34;39.33;7.11;9.92
2018-02-04 10:30:00;35.06;33.62;13.29;10.96;12.68;35.63;40.21;7.77;10.84
2018-02-04 11:00:00;37.56;36.32;13.22;10.91;12.25;36.71;40.95;8.43;11.76
2018-02-04 11:30:00;40.08;39.03;13.17;10.88;11.5;37.64;41.59;9.09;12.69
2018-02-04 12:00:00;42.61;41.76;13.15;10.89;10.7;38.44;42.13;9.76;13.61
2018-02-04 12:30:00;42.76;41.85;12.84;10.66;10.89;40.85;44.22;9.79;13.46
2018-02-04 13:00:00;42.91;41.94;12.53;10.44;10.58;43.23;46.36;9.85;13.33
2018-02-04 13:30:00;43.08;42.04;12.21;10.21;9.89;45.59;48.53;9.92;13.22
2018-02-04 14:00:00;43.25;42.15;11.9;9.99;9.28;47.91;50.74;10.01;13.13
2018-02-04 14:30:00;43.43;42.25;11.59;9.76;9.3;50.18;52.97;10.12;13.06
2018-02-04 15:00:00;43.62;42.37;11.27;9.54;9.42;52.41;55.23;10.24;13.01
2018-02-04 15:30:00;43.24;41.87;11.06;9.37;9.88;53.44;55.67;10.1;12.75
2018-02-04 16:00:00;42.84;41.36;10.84;9.21;9.66;54.5;56.14;9.97;12.5
2018-02-04 16:30:00;42.42;40.83;10.62;9.04;8.92;55.6;56.62;9.84;12.24
2018-02-04 17:00:00;41.99;40.28;10.41;8.88;9.03;56.71;57.12;9.71;11.98
2018-02-04 17:30:00;41.53;39.71;10.19;8.72;8.35;57.86;57.65;9.59;11.73
2018-02-04 18:00:00;41.06;39.12;9.98;8.56;9.04;59.04;58.2;9.47;11.47
2018-02-04 18:30:00;43.46;41.61;10.34;8.84;9.16;59.06;57.33;9.4;11.36
2018-02-04 19:00:00;45.69;43.94;10.72;9.13;9.27;59.09;56.44;9.32;11.26
2018-02-04 19:30:00;47.77;46.12;11.11;9.44;9.18;59.11;55.54;9.25;11.15
2018-02-04 20:00:00;49.71;48.16;11.52;9.77;9.5;59.13;54.61;9.18;11.05
2018-02-04 20:30:00;51.51;50.07;11.94;10.1;9.61;59.16;53.68;9.11;10.95
2018-02-04 21:00:00;53.18;51.86;12.37;10.44;9.58;59.18;52.72;9.04;10.85
2018-02-04 21:30:00;53.61;52.28;12.28;10.4;9.61;59.92;53.73;8.94;10.64
2018-02-04 22:00:00;54.04;52.7;12.2;10.35;9.11;60.67;54.77;8.84;10.43
2018-02-04 22:30:00;54.48;53.13;12.12;10.3;8.57;61.43;55.86;8.75;10.22
2018-02-04 23:00:00;54.93;53.56;12.03;10.26;7.85;62.22;57.0;8.65;10.01
2018-02-04 23:30:00;55.38;53.99;11.95;10.21;8.02;63.02;58.18;8.56;9.81
2018-02-05 00:00:00;55.84;54.43;11.87;10.17;7.87;63.83;59.41;8.47;9.62
2018-02-05 00:30:00;55.81;54.39;11.65;10.02;8.28;63.26;59.38;8.34;9.43
2018-02-05 01:00:00;55.78;54.35;11.42;9.88;8.09;62.68;59.35;8.21;9.24
2018-02-05 01:30:00;55.74;54.31;11.19;9.73;8.0;62.07;59.32;8.08;9.05
2018-02-05 02:00:00;55.71;54.27;10.96;9.58;8.17;61.44;59.29;7.96;8.87
2018-02-05 02:30:00;55.67;54.22;10.74;9.44;7.75;60.79;59.26;7.83;8.68
2018-02-05 03:00:00;55.64;54.18;10.51;9.29;7.02;60.13;59.22;7.7;8.49
2018-02-05 03:30:00;55.15;53.6;10.28;9.1;6.92;60.15;59.88;7.63;8.34
2018-02-05 04:00:00;54.63;53.0;10.05;8.91;7.49;60.17;60.56;7.55;8.18
2018-02-05 04:30:00;54.1;52.37;9.83;8.72;7.51;60.19;61.26;7.47;8.03
2018-02-05 05:00:00;53.53;51.71;9.6;8.53;7.36;60.22;61.99;7.39;7.88
2018-02-05 05:30:00;52.95;51.03;9.38;8.35;6.99;60.24;62.75;7.32;7.73
2018-02-05 06:00:00;52.33;50.31;9.15;8.16;7.42;60.27;63.54;7.24;7.58
2018-02-05 06:30:00;51.82;49.73;8.88;7.95;7.71;61.5;63.71;7.14;7.35
2018-02-05 07:00:00;51.27;49.11;8.6;7.73;7.61;62.76;63.89;7.05;7.11
2018-02-05 07:30:00;50.69;48.46;8.33;7.52;7.57;64.05;64.08;6.95;6.88
2018-02-05 08:00:00;50.07;47.77;8.05;7.31;7.54;65.38;64.28;6.87;6.65
2018-02-05 08:30:00;49.4;47.04;7.78;7.1;7.5;66.75;64.5;6.78;6.41
2018-02-05 09:00:00;48.69;46.26;7.5;6.89;7.2;68.14;64.74;6.7;6.18
2018-02-05 09:30:00;49.23;46.87;7.05;6.5;6.62;68.63;65.09;6.48;5.94
2018-02-05 10:00:00;49.86;47.56;6.6;6.11;6.33;69.16;65.48;6.27;5.71
2018-02-05 10:30:00;50.57;48.33;6.15;5.72;6.03;69.72;65.89;6.06;5.47
2018-02-05 11:00:00;51.4;49.22;5.69;5.33;5.78;70.33;66.35;5.84;5.23
2018-02-05 11:30:00;52.37;50.26;5.24;4.94;5.55;70.98;66.85;5.63;5.0
2018-02-05 12:00:00;53.52;51.46;4.8;4.55;5.44;71.68;67.39;5.42;4.76
2018-02-05 12:30:00;50.34;48.41;4.7;4.49;5.62;70.6;66.27;5.18;4.72
2018-02-05 13:00:00;47.04;45.27;4.62;4.44;5.42;69.43;65.13;4.95;4.68
2018-02-05 13:30:00;43.63;42.08;4.55;4.41;5.19;68.13;63.97;4.72;4.64
2018-02-05 14:00:00;40.14;38.85;4.5;4.39;5.18;66.71;62.8;4.49;4.61
2018-02-05 14:30:00;36.58;35.59;4.47;4.38;5.34;65.14;61.6;4.27;4.58
2018-02-05 15:00:00;32.98;32.33;4.45;4.38;5.38;63.39;60.39;4.05;4.55
2018-02-05 15:30:00;34.56;33.87;4.8;4.67;5.33;63.49;60.7;3.98;4.54
2018-02-05 16:00:00;35.93;35.22;5.16;4.96;5.16;63.6;61.01;3.91;4.53
2018-02-05 16:30:00;37.12;36.42;5.51;5.25;5.15;63.72;61.32;3.84;4.53
2018-02-05 17:00:00;38.17;37.5;5.87;5.55;5.06;63.84;61.63;3.77;4.52
2018-02-05 17:30:00;39.09;38.46;6.23;5.85;5.02;63.96;61.94;3.69;4.51
2018-02-05 18:00:00;39.92;39.34;6.59;6.14;5.13;64.09;62.25;3.62;4.51
2018-02-05 18:30:00;39.11;38.34;6.39;5.96;4.98;71.78;67.54;3.6;4.34
2018-02-05 19:00:00;38.25;37.27;6.2;5.78;5.02;79.44;73.21;3.65;4.21
2018-02-05 19:30:00;37.34;36.14;6.01;5.6;5.15;86.78;79.16;3.75;4.13
2018-02-05 20:00:00;36.36;34.94;5.82;5.43;4.63;93.62;85.29;3.92;4.09
2018-02-05 20:30:00;35.32;33.66;5.63;5.26;4.6;99.83;91.46;4.13;4.1
2018-02-05 21:00:00;34.21;32.28;5.44;5.09;4.35;105.37;97.53;4.39;4.16
2018-02-05 21:30:00;32.65;30.92;5.34;5.01;4.23;108.58;100.59;4.2;3.92
2018-02-05 22:00:00;31.04;29.52;5.25;4.93;4.05;112.08;104.03;4.03;3.69
2018-02-05 22:30:00;29.37;28.07;5.15;4.86;3.99;115.88;107.91;3.87;3.48
2018-02-05 23:00:00;27.64;26.58;5.07;4.79;3.36;119.99;112.25;3.73;3.29
2018-02-05 23:30:00;25.85;25.05;4.99;4.72;2.57;124.38;117.11;3.61;3.12
2018-02-06 00:00:00;24.01;23.47;4.91;4.66;2.5;129.05;122.48;3.52;2.97
