UTC;model1.direcao_vento_100m;model1.direcao_vento_10m;model1.velocidade_vento_100m;model1.velocidade_vento_10m;target.velocidade_vento;model2.direcao_vento_10m;model2.direcao_vento_100m;model2.velocidade_vento_10m;model2.velocidade_vento_100m
2018-01-25 05:30:00;241.16;237.28;12.46;8.84;10.6;245.13;249.69;7.13;11.44
2018-01-25 06:00:00;240.74;236.89;12.69;9.0;10.61;242.86;247.9;7.24;11.66
2018-01-25 06:30:00;239.82;235.73;12.4;8.8;10.19;240.67;246.12;7.21;11.51
2018-01-25 07:00:00;238.87;234.52;12.11;8.6;9.73;238.46;244.29;7.19;11.38
2018-01-25 07:30:00;237.86;233.25;11.83;8.4;10.21;236.25;242.42;7.18;11.25
2018-01-25 08:00:00;236.81;231.92;11.55;8.21;10.46;234.03;240.51;7.17;11.14
2018-01-25 08:30:00;235.7;230.53;11.28;8.02;10.28;231.81;238.57;7.18;11.04
2018-01-25 09:00:00;234.54;229.07;11.01;7.84;8.74;229.61;236.59;7.21;10.95
2018-01-25 09:30:00;233.58;227.81;10.8;7.68;8.08;229.41;236.38;7.08;10.72
2018-01-25 10:00:00;232.59;226.5;10.6;7.53;9.14;229.2;236.16;6.96;10.49
2018-01-25 10:30:00;231.55;225.14;10.4;7.38;9.69;228.99;235.92;6.84;10.26
2018-01-25 11:00:00;230.48;223.72;10.21;7.23;9.42;228.78;235.68;6.72;10.03
2018-01-25 11:30:00;229.36;222.24;10.02;7.09;9.3;228.55;235.43;6.6;9.79
2018-01-25 12:00:00;228.21;220.71;9.83;6.96;9.04;228.31;235.16;6.48;9.56
2018-01-25 12:30:00;227.65;219.49;9.51;6.75;8.84;226.79;233.29;6.31;9.39
2018-01-25 13:00:00;227.06;218.19;9.19;6.55;8.71;225.19;231.34;6.15;9.23
2018-01-25 13:30:00;226.43;216.81;8.87;6.35;8.11;223.5;229.33;6.0;9.08
2018-01-25 14:00:00;225.75;215.34;8.55;6.16;8.02;221.73;227.26;5.85;8.95
2018-01-25 14:30:00;225.02;213.78;8.23;5.97;8.74;219.87;225.13;5.71;8.82
2018-01-25 15:00:00;224.23;212.12;7.92;5.79;7.85;217.91;222.93;5.57;8.71
2018-01-25 15:30:00;222.57;210.65;7.77;5.66;7.0;216.29;222.09;5.46;8.53
2018-01-25 16:00:00;220.84;209.11;7.63;5.52;7.5;214.6;221.2;5.35;8.36
2018-01-25 16:30:00;219.05;207.5;7.49;5.4;7.63;212.85;220.28;5.25;8.19
2018-01-25 17:00:00;217.2;205.81;7.37;5.28;8.44;211.03;219.32;5.15;8.02
2018-01-25 17:30:00;215.28;204.04;7.25;5.16;9.0;209.15;218.32;5.06;7.85
2018-01-25 18:00:00;213.3;202.2;7.14;5.05;8.14;207.19;217.28;4.98;7.69
2018-01-25 18:30:00;213.55;203.32;7.47;5.25;7.61;206.38;216.02;5.03;7.69
2018-01-25 19:00:00;213.78;204.36;7.8;5.45;8.02;205.58;214.77;5.09;7.7
2018-01-25 19:30:00;213.99;205.33;8.14;5.65;8.63;204.8;213.51;5.15;7.71
2018-01-25 20:00:00;214.18;206.23;8.47;5.85;8.57;204.04;212.26;5.21;7.73
2018-01-25 20:30:00;214.36;207.07;8.8;6.05;8.46;203.3;211.02;5.27;7.75
2018-01-25 21:00:00;214.52;207.86;9.14;6.26;7.9;202.57;209.79;5.34;7.78
2018-01-25 21:30:00;218.28;211.38;8.69;5.95;7.56;204.19;211.69;5.09;7.43
2018-01-25 22:00:00;222.42;215.26;8.28;5.68;7.02;205.97;213.78;4.84;7.1
2018-01-25 22:30:00;226.96;219.53;7.93;5.42;6.65;207.93;216.07;4.6;6.77
2018-01-25 23:00:00;231.9;224.17;7.62;5.21;6.31;210.11;218.59;4.37;6.46
2018-01-25 23:30:00;237.21;229.19;7.38;5.03;6.1;212.53;221.35;4.15;6.16
2018-01-26 00:00:00;242.82;234.54;7.2;4.89;6.27;215.22;224.39;3.93;5.88
2018-01-26 00:30:00;240.78;232.15;6.86;4.66;6.28;217.01;226.01;3.74;5.58
2018-01-26 01:00:00;238.53;229.52;6.52;4.44;5.69;219.0;227.8;3.55;5.28
2018-01-26 01:30:00;236.03;226.63;6.19;4.24;4.8;221.21;229.81;3.37;4.99
2018-01-26 02:00:00;233.27;223.46;5.88;4.04;5.0;223.66;232.05;3.19;4.71
2018-01-26 02:30:00;230.19;219.97;5.58;3.86;4.35;226.39;234.58;3.02;4.44
2018-01-26 03:00:00;226.78;216.16;5.29;3.7;4.5;229.45;237.44;2.86;4.17
2018-01-26 03:30:00;229.07;217.91;4.84;3.4;4.31;231.15;238.87;2.76;4.01
2018-01-26 04:00:00;231.83;220.0;4.39;3.1;4.03;232.97;240.41;2.66;3.86
2018-01-26 04:30:00;235.2;222.53;3.96;2.81;3.81;234.94;242.07;2.56;3.71
2018-01-26 05:00:00;239.38;225.63;3.54;2.52;3.97;237.06;243.88;2.47;3.56
2018-01-26 05:30:00;244.64;229.51;3.15;2.25;4.32;239.35;245.83;2.38;3.42
2018-01-26 06:00:00;251.33;234.45;2.79;1.98;3.57;241.81;247.96;2.29;3.28
2018-01-26 06:30:00;258.97;242.35;2.66;1.86;2.62;242.86;249.02;2.22;3.15
2018-01-26 07:00:00;267.24;251.21;2.58;1.77;2.59;243.98;250.18;2.15;3.02
2018-01-26 07:30:00;275.84;260.74;2.56;1.73;1.96;245.17;251.44;2.07;2.89
2018-01-26 08:00:00;284.41;270.45;2.59;1.73;2.45;246.45;252.81;2.0;2.76
2018-01-26 08:30:00;292.57;279.81;2.68;1.79;3.25;247.82;254.32;1.94;2.64
2018-01-26 09:00:00;300.06;288.39;2.82;1.89;2.81;249.3;255.98;1.87;2.51
2018-01-26 09:30:00;298.25;284.75;2.78;1.9;2.84;254.07;259.27;1.89;2.59
2018-01-26 10:00:00;296.39;281.14;2.74;1.91;3.04;258.68;262.36;1.93;2.68
2018-01-26 10:30:00;294.48;277.58;2.7;1.93;2.74;263.08;265.23;1.99;2.78
2018-01-26 11:00:00;292.52;274.11;2.67;1.95;2.63;267.23;267.9;2.05;2.88
2018-01-26 11:30:00;290.51;270.75;2.64;1.99;2.98;271.11;270.38;2.12;2.99
2018-01-26 12:00:00;288.46;267.51;2.61;2.03;3.08;274.72;272.69;2.2;3.11
2018-01-26 12:30:00;287.98;271.59;2.75;2.14;2.87;272.23;271.37;2.24;3.24
2018-01-26 13:00:00;287.54;275.24;2.88;2.27;2.12;269.83;270.16;2.28;3.37
2018-01-26 13:30:00;287.14;278.5;3.01;2.4;1.98;267.51;269.05;2.33;3.5
2018-01-26 14:00:00;286.77;281.4;3.15;2.55;2.5;265.29;268.01;2.38;3.64
2018-01-26 14:30:00;286.44;283.99;3.28;2.69;3.46;263.16;267.05;2.43;3.77
2018-01-26 15:00:00;286.13;286.3;3.42;2.85;4.4;261.12;266.15;2.48;3.91
2018-01-26 15:30:00;282.58;280.93;3.48;2.75;3.7;258.04;263.39;2.64;4.05
2018-01-26 16:00:00;279.18;275.2;3.55;2.67;2.36;255.31;260.82;2.8;4.2
2018-01-26 16:30:00;275.92;269.2;3.64;2.62;2.27;252.89;258.44;2.97;4.36
2018-01-26 17:00:00;272.83;263.07;3.74;2.61;2.4;250.73;256.23;3.14;4.53
2018-01-26 17:30:00;269.91;256.92;3.85;2.62;3.62;248.79;254.18;3.32;4.71
2018-01-26 18:00:00;267.16;250.9;3.97;2.66;2.7;247.05;252.28;3.5;4.89
2018-01-26 18:30:00;269.09;256.92;4.6;3.06;2.2;249.68;254.85;3.53;4.96
2018-01-26 19:00:00;270.55;261.54;5.24;3.48;2.49;252.23;257.34;3.58;5.04
2018-01-26 19:30:00;271.7;265.14;5.87;3.91;2.91;254.73;259.75;3.63;5.13
2018-01-26 20:00:00;272.62;268.01;6.51;4.36;3.17;257.14;262.07;3.69;5.23
2018-01-26 20:30:00;273.37;270.34;7.15;4.82;1.9;259.48;264.3;3.76;5.33
2018-01-26 21:00:00;274.01;272.27;7.79;5.28;2.45;261.73;266.44;3.83;5.45
2018-01-26 21:30:00;273.51;270.82;7.73;5.26;3.33;259.52;264.22;3.97;5.64
2018-01-26 22:00:00;273.01;269.36;7.68;5.24;4.78;257.47;262.14;4.12;5.84
2018-01-26 22:30:00;272.5;267.89;7.62;5.23;5.53;255.56;260.21;4.27;6.05
2018-01-26 23:00:00;271.98;266.41;7.56;5.22;5.88;253.78;258.4;4.43;6.26
2018-01-26 23:30:00;271.45;264.93;7.51;5.21;5.92;252.13;256.72;4.59;6.49
2018-01-27 00:00:00;270.92;263.45;7.45;5.21;6.05;250.59;255.15;4.75;6.71
2018-01-27 00:30:00;268.23;260.84;7.13;4.98;7.04;250.04;254.99;4.83;6.85
2018-01-27 01:00:00;265.29;257.99;6.82;4.76;7.13;249.52;254.83;4.91;6.98
2018-01-27 01:30:00;262.08;254.88;6.53;4.55;6.63;249.01;254.67;4.99;7.12
2018-01-27 02:00:00;258.58;251.48;6.26;4.36;6.57;248.51;254.53;5.08;7.26
2018-01-27 02:30:00;254.8;247.78;6.02;4.18;6.16;248.04;254.39;5.16;7.39
2018-01-27 03:00:00;250.71;243.77;5.81;4.03;6.61;247.57;254.25;5.24;7.53
2018-01-27 03:30:00;253.9;247.59;5.77;4.0;7.77;247.17;254.05;5.28;7.54
2018-01-27 04:00:00;257.13;251.45;5.75;3.99;7.88;246.77;253.85;5.32;7.55
2018-01-27 04:30:00;260.37;255.31;5.74;3.99;7.25;246.38;253.65;5.35;7.56
2018-01-27 05:00:00;263.61;259.15;5.75;4.02;7.72;245.99;253.45;5.39;7.57
2018-01-27 05:30:00;266.82;262.92;5.78;4.06;6.97;245.61;253.25;5.43;7.58
2018-01-27 06:00:00;269.99;266.6;5.83;4.12;6.87;245.23;253.05;5.47;7.59
2018-01-27 06:30:00;263.86;259.03;5.78;4.06;6.0;244.38;251.87;5.55;7.62
2018-01-27 07:00:00;257.69;251.4;5.79;4.08;6.05;243.56;250.69;5.64;7.64
2018-01-27 07:30:00;251.61;243.97;5.87;4.17;6.66;242.76;249.53;5.72;7.68
2018-01-27 08:00:00;245.76;236.96;6.01;4.33;6.85;241.99;248.37;5.81;7.71
2018-01-27 08:30:00;240.22;230.53;6.21;4.54;6.86;241.24;247.23;5.9;7.75
2018-01-27 09:00:00;235.08;224.75;6.46;4.81;6.67;240.51;246.09;5.99;7.79
2018-01-27 09:30:00;231.98;222.7;6.88;5.12;7.0;239.23;244.81;6.01;7.81
2018-01-27 10:00:00;229.25;220.88;7.31;5.43;7.29;237.97;243.53;6.04;7.83
2018-01-27 10:30:00;226.83;219.26;7.76;5.75;6.55;236.72;242.26;6.07;7.86
2018-01-27 11:00:00;224.67;217.82;8.23;6.07;6.53;235.48;241.0;6.1;7.89
2018-01-27 11:30:00;222.75;216.52;8.7;6.4;6.48;234.25;239.75;6.13;7.93
2018-01-27 12:00:00;221.03;215.35;9.18;6.73;6.72;233.04;238.51;6.17;7.96
2018-01-27 12:30:00;221.11;215.37;9.1;6.68;7.51;230.13;235.32;6.33;8.17
2018-01-27 13:00:00;221.2;215.39;9.03;6.64;8.29;227.38;232.29;6.51;8.4
2018-01-27 13:30:00;221.28;215.42;8.95;6.59;7.91;224.78;229.44;6.7;8.66
2018-01-27 14:00:00;221.37;215.44;8.88;6.54;7.58;222.33;226.75;6.9;8.93
2018-01-27 14:30:00;221.46;215.47;8.8;6.5;8.29;220.02;224.23;7.12;9.22
2018-01-27 15:00:00;221.55;215.49;8.73;6.45;8.58;217.86;221.86;7.35;9.53
2018-01-27 15:30:00;220.0;214.68;9.26;6.84;8.15;215.68;219.93;7.64;10.15
2018-01-27 16:00:00;218.61;213.96;9.8;7.23;8.14;213.67;218.23;7.95;10.79
2018-01-27 16:30:00;217.37;213.31;10.35;7.63;8.7;211.81;216.71;8.27;11.43
2018-01-27 17:00:00;216.26;212.73;10.9;8.02;9.18;210.09;215.36;8.59;12.08
2018-01-27 17:30:00;215.25;212.2;11.46;8.42;8.94;208.5;214.14;8.92;12.73
2018-01-27 18:00:00;214.34;211.72;12.02;8.81;9.36;207.02;213.05;9.26;13.39
2018-01-27 18:30:00;214.11;211.63;12.72;9.37;11.41;206.48;212.23;9.72;13.97
2018-01-27 19:00:00;213.91;211.55;13.43;9.92;12.69;205.98;211.49;10.19;14.54
2018-01-27 19:30:00;213.73;211.48;14.14;10.48;12.54;205.53;210.79;10.66;15.11
2018-01-27 20:00:00;213.56;211.41;14.85;11.04;11.54;205.12;210.15;11.13;15.69
2018-01-27 20:30:00;213.41;211.35;15.56;11.59;13.93;204.74;209.56;11.6;16.27
2018-01-27 21:00:00;213.27;211.3;16.27;12.15;13.66;204.4;209.0;12.07;16.85
2018-01-27 21:30:00;215.29;213.21;16.59;12.37;14.94;208.4;212.52;12.3;17.21
2018-01-27 22:00:00;217.23;215.05;16.92;12.6;16.25;212.25;215.89;12.59;17.63
2018-01-27 22:30:00;219.09;216.83;17.28;12.84;17.22;215.91;219.08;12.93;18.11
2018-01-27 23:00:00;220.87;218.53;17.66;13.1;17.69;219.36;222.11;13.32;18.64
2018-01-27 23:30:00;222.58;220.17;18.05;13.36;16.58;222.61;224.96;13.76;19.22
2018-01-28 00:00:00;224.21;221.75;18.45;13.64;16.74;225.65;227.63;14.24;19.84
2018-01-28 00:30:00;229.49;227.11;18.1;13.36;16.43;229.44;231.94;13.75;19.15
2018-01-28 01:00:00;234.94;232.65;17.92;13.2;15.94;233.49;236.54;13.32;18.58
2018-01-28 01:30:00;240.44;238.27;17.89;13.16;15.54;237.78;241.4;12.96;18.13
2018-01-28 02:00:00;245.92;243.87;18.03;13.25;15.65;242.3;246.47;12.68;17.81
2018-01-28 02:30:00;251.26;249.35;18.34;13.47;16.21;246.98;251.68;12.48;17.64
2018-01-28 03:00:00;256.38;254.6;18.79;13.8;16.88;251.79;256.94;12.37;17.62
2018-01-28 03:30:00;258.59;256.72;18.21;13.34;15.6;254.2;259.26;12.05;17.35
2018-01-28 04:00:00;260.94;258.99;17.66;12.9;17.3;256.74;261.65;11.75;17.11
2018-01-28 04:30:00;263.43;261.42;17.14;12.49;17.64;259.4;264.1;11.47;16.9
2018-01-28 05:00:00;266.08;264.01;16.65;12.09;17.1;262.19;266.61;11.22;16.72
2018-01-28 05:30:00;268.88;266.77;16.21;11.73;16.76;265.1;269.17;11.0;16.57
2018-01-28 06:00:00;271.83;269.69;15.8;11.39;16.44;268.12;271.77;10.81;16.46
2018-01-28 06:30:00;271.25;269.11;15.92;11.49;17.08;267.28;271.11;10.82;16.45
2018-01-28 07:00:00;270.67;268.54;16.04;11.59;16.74;266.44;270.44;10.84;16.45
2018-01-28 07:30:00;270.11;267.98;16.17;11.69;16.65;265.6;269.78;10.85;16.45
2018-01-28 08:00:00;269.55;267.43;16.3;11.79;16.44;264.77;269.12;10.87;16.44
2018-01-28 08:30:00;269.01;266.89;16.43;11.9;15.65;263.94;268.46;10.89;16.45
2018-01-28 09:00:00;268.47;266.35;16.56;12.0;15.48;263.11;267.79;10.91;16.45
2018-01-28 09:30:00;268.13;266.0;16.56;12.02;14.29;263.1;267.7;10.88;16.4
2018-01-28 10:00:00;267.79;265.65;16.56;12.03;14.44;263.08;267.6;10.85;16.34
2018-01-28 10:30:00;267.45;265.3;16.57;12.04;14.7;263.07;267.5;10.81;16.29
2018-01-28 11:00:00;267.11;264.95;16.57;12.06;14.88;263.05;267.4;10.78;16.24
2018-01-28 11:30:00;266.78;264.59;16.58;12.07;15.08;263.03;267.3;10.75;16.18
2018-01-28 12:00:00;266.44;264.25;16.58;12.09;15.77;263.02;267.2;10.72;16.13
2018-01-28 12:30:00;265.73;263.55;16.37;11.92;15.76;262.65;266.84;10.62;15.93
2018-01-28 13:00:00;265.0;262.83;16.17;11.76;15.96;262.28;266.46;10.52;15.72
2018-01-28 13:30:00;264.25;262.09;15.96;11.6;16.28;261.9;266.08;10.42;15.52
2018-01-28 14:00:00;263.49;261.33;15.76;11.44;15.13;261.51;265.69;10.32;15.32
2018-01-28 14:30:00;262.7;260.55;15.56;11.28;14.2;261.11;265.29;10.23;15.12
2018-01-28 15:00:00;261.89;259.75;15.37;11.13;13.91;260.71;264.88;10.13;14.92
2018-01-28 15:30:00;261.51;259.25;15.13;10.94;14.06;259.16;263.77;9.73;14.32
2018-01-28 16:00:00;261.12;258.75;14.88;10.76;14.65;257.48;262.56;9.34;13.72
2018-01-28 16:30:00;260.71;258.22;14.64;10.58;14.18;255.65;261.24;8.95;13.14
2018-01-28 17:00:00;260.29;257.68;14.4;10.39;12.67;253.66;259.8;8.58;12.56
2018-01-28 17:30:00;259.85;257.11;14.16;10.21;11.11;251.49;258.23;8.21;11.99
2018-01-28 18:00:00;259.4;256.53;13.92;10.03;10.95;249.12;256.49;7.86;11.43
2018-01-28 18:30:00;259.96;257.12;13.75;9.87;9.15;249.83;256.54;7.85;11.35
2018-01-28 19:00:00;260.54;257.73;13.58;9.71;8.35;250.55;256.59;7.83;11.28
2018-01-28 19:30:00;261.13;258.36;13.4;9.55;8.31;251.27;256.64;7.82;11.2
2018-01-28 20:00:00;261.74;259.01;13.23;9.39;7.64;251.99;256.69;7.81;11.12
2018-01-28 20:30:00;262.36;259.69;13.06;9.23;8.54;252.72;256.74;7.79;11.05
2018-01-28 21:00:00;263.0;260.38;12.9;9.08;7.78;253.44;256.79;7.78;10.97
2018-01-28 21:30:00;262.22;259.8;13.33;9.38;8.16;254.22;257.63;8.05;11.5
2018-01-28 22:00:00;261.5;259.25;13.77;9.68;8.56;254.94;258.4;8.32;12.04
2018-01-28 22:30:00;260.82;258.74;14.21;9.98;9.42;255.62;259.1;8.59;12.57
2018-01-28 23:00:00;260.18;258.25;14.65;10.28;9.92;256.26;259.74;8.86;13.11
2018-01-28 23:30:00;259.57;257.79;15.09;10.58;9.97;256.85;260.33;9.14;13.64
2018-01-29 00:00:00;259.01;257.36;15.54;10.88;10.77;257.42;260.88;9.41;14.18
2018-01-29 00:30:00;258.4;256.75;15.92;11.18;12.11;256.8;260.1;9.78;14.73
2018-01-29 01:00:00;257.83;256.18;16.31;11.49;14.72;256.23;259.39;10.15;15.28
2018-01-29 01:30:00;257.29;255.63;16.7;11.79;15.05;255.7;258.72;10.53;15.83
2018-01-29 02:00:00;256.77;255.11;17.09;12.09;15.07;255.2;258.1;10.9;16.39
2018-01-29 02:30:00;256.27;254.62;17.49;12.4;16.06;254.74;257.51;11.28;16.95
2018-01-29 03:00:00;255.79;254.15;17.88;12.71;15.9;254.31;256.97;11.65;17.5
2018-01-29 03:30:00;255.64;253.98;17.94;12.77;16.46;253.92;256.64;11.7;17.57
2018-01-29 04:00:00;255.48;253.81;17.99;12.83;16.9;253.54;256.31;11.75;17.64
2018-01-29 04:30:00;255.33;253.65;18.05;12.88;17.75;253.16;255.99;11.8;17.71
2018-01-29 05:00:00;255.17;253.48;18.1;12.94;16.89;252.78;255.67;11.85;17.78
2018-01-29 05:30:00;255.02;253.32;18.16;13.0;16.78;252.41;255.35;11.9;17.85
2018-01-29 06:00:00;254.87;253.15;18.22;13.06;17.86;252.03;255.03;11.95;17.93
2018-01-29 06:30:00;254.37;252.59;18.33;13.15;17.73;251.19;254.31;12.07;18.09
2018-01-29 07:00:00;253.87;252.03;18.44;13.25;18.48;250.37;253.61;12.2;18.26
2018-01-29 07:30:00;253.38;251.48;18.55;13.34;18.67;249.56;252.92;12.33;18.43
2018-01-29 08:00:00;252.89;250.94;18.66;13.43;18.36;248.77;252.24;12.46;18.61
2018-01-29 08:30:00;252.41;250.4;18.77;13.53;18.46;248.0;251.57;12.6;18.79
2018-01-29 09:00:00;251.94;249.88;18.89;13.63;17.96;247.24;250.91;12.73;18.96
2018-01-29 09:30:00;252.82;250.84;18.88;13.62;17.98;248.61;252.29;12.79;19.06
2018-01-29 10:00:00;253.69;251.8;18.87;13.63;18.3;249.97;253.64;12.86;19.16
2018-01-29 10:30:00;254.57;252.76;18.87;13.63;18.26;251.31;254.99;12.93;19.28
2018-01-29 11:00:00;255.44;253.72;18.87;13.64;18.1;252.63;256.31;13.01;19.4
2018-01-29 11:30:00;256.32;254.68;18.88;13.65;17.9;253.94;257.62;13.09;19.54
2018-01-29 12:00:00;257.19;255.64;18.89;13.67;18.13;255.23;258.91;13.18;19.69
2018-01-29 12:30:00;259.03;257.43;18.27;13.23;18.15;257.39;261.07;12.67;18.79
2018-01-29 13:00:00;260.99;259.34;17.67;12.8;17.62;259.73;263.45;12.18;17.93
2018-01-29 13:30:00;263.09;261.38;17.09;12.39;17.64;262.26;266.06;11.71;17.1
2018-01-29 14:00:00;265.33;263.55;16.53;12.0;17.2;264.99;268.93;11.27;16.3
2018-01-29 14:30:00;267.73;265.87;16.01;11.62;17.05;267.94;272.09;10.85;15.56
2018-01-29 15:00:00;270.28;268.34;15.51;11.26;16.06;271.12;275.55;10.46;14.86
2018-01-29 15:30:00;272.04;270.05;15.28;11.12;15.63;272.8;277.31;10.46;14.96
2018-01-29 16:00:00;273.84;271.8;15.07;10.99;14.96;274.48;279.06;10.47;15.07
2018-01-29 16:30:00;275.7;273.59;14.87;10.86;14.23;276.16;280.77;10.48;15.19
2018-01-29 17:00:00;277.61;275.42;14.68;10.75;14.19;277.84;282.46;10.51;15.33
2018-01-29 17:30:00;279.56;277.29;14.52;10.65;14.18;279.5;284.11;10.54;15.47
2018-01-29 18:00:00;281.55;279.19;14.37;10.56;14.28;281.15;285.73;10.58;15.64
2018-01-29 18:30:00;282.33;280.05;14.8;10.92;14.52;281.28;285.45;10.78;15.86
2018-01-29 19:00:00;283.06;280.86;15.23;11.28;14.03;281.41;285.17;10.97;16.09
2018-01-29 19:30:00;283.75;281.62;15.66;11.64;13.36;281.52;284.9;11.17;16.31
2018-01-29 20:00:00;284.41;282.34;16.09;12.0;14.2;281.64;284.63;11.37;16.54
2018-01-29 20:30:00;285.03;283.01;16.53;12.36;15.33;281.75;284.37;11.57;16.77
2018-01-29 21:00:00;285.62;283.65;16.97;12.73;15.84;281.86;284.12;11.76;17.0
2018-01-29 21:30:00;285.57;283.67;17.15;12.85;16.14;281.81;284.41;11.89;17.18
2018-01-29 22:00:00;285.54;283.7;17.33;12.98;16.72;281.76;284.69;12.02;17.36
2018-01-29 22:30:00;285.5;283.73;17.51;13.11;16.94;281.71;284.97;12.15;17.54
2018-01-29 23:00:00;285.46;283.75;17.68;13.23;16.49;281.66;285.24;12.28;17.73
2018-01-29 23:30:00;285.42;283.78;17.86;13.36;17.44;281.62;285.51;12.4;17.91
2018-01-30 00:00:00;285.38;283.8;18.04;13.48;17.24;281.57;285.77;12.53;18.1
2018-01-30 00:30:00;284.81;283.18;17.95;13.43;18.74;281.86;286.12;12.43;17.97
2018-01-30 01:00:00;284.24;282.56;17.87;13.38;17.82;282.16;286.48;12.34;17.85
2018-01-30 01:30:00;283.66;281.94;17.78;13.33;17.21;282.46;286.84;12.24;17.72
2018-01-30 02:00:00;283.07;281.3;17.7;13.28;17.42;282.77;287.21;12.15;17.6
2018-01-30 02:30:00;282.47;280.67;17.62;13.23;17.39;283.08;287.59;12.05;17.48
2018-01-30 03:00:00;281.88;280.03;17.54;13.19;17.51;283.4;287.96;11.96;17.35
2018-01-30 03:30:00;282.12;280.26;17.27;12.99;17.01;283.14;287.73;11.91;17.27
2018-01-30 04:00:00;282.37;280.5;17.0;12.79;15.92;282.87;287.48;11.87;17.18
2018-01-30 04:30:00;282.62;280.75;16.73;12.59;15.85;282.6;287.24;11.83;17.09
2018-01-30 05:00:00;282.89;281.01;16.46;12.39;15.21;282.33;286.99;11.79;17.01
2018-01-30 05:30:00;283.16;281.27;16.19;12.19;14.8;282.06;286.75;11.75;16.92
2018-01-30 06:00:00;283.45;281.55;15.92;11.99;14.95;281.79;286.49;11.71;16.83
2018-01-30 06:30:00;283.62;281.8;15.85;11.93;14.75;281.64;286.48;11.61;16.65
2018-01-30 07:00:00;283.8;282.06;15.78;11.87;13.99;281.49;286.46;11.5;16.47
2018-01-30 07:30:00;283.97;282.32;15.7;11.82;14.2;281.34;286.45;11.39;16.28
2018-01-30 08:00:00;284.15;282.58;15.63;11.76;15.02;281.18;286.43;11.28;16.1
2018-01-30 08:30:00;284.33;282.85;15.56;11.7;15.31;281.02;286.42;11.17;15.92
2018-01-30 09:00:00;284.51;283.11;15.49;11.65;14.95;280.86;286.4;11.07;15.73
2018-01-30 09:30:00;283.61;282.12;15.13;11.37;13.2;280.4;285.88;10.88;15.47
2018-01-30 10:00:00;282.66;281.08;14.77;11.11;12.31;279.93;285.35;10.7;15.21
2018-01-30 10:30:00;281.67;279.98;14.42;10.84;12.64;279.44;284.8;10.52;14.95
2018-01-30 11:00:00;280.62;278.83;14.07;10.58;12.32;278.93;284.23;10.34;14.69
2018-01-30 11:30:00;279.53;277.63;13.72;10.32;10.55;278.4;283.65;10.16;14.44
2018-01-30 12:00:00;278.37;276.36;13.38;10.07;10.88;277.86;283.04;9.98;14.18
2018-01-30 12:30:00;276.35;274.42;13.43;10.1;11.14;276.82;281.9;9.71;13.9
2018-01-30 13:00:00;274.34;272.5;13.5;10.15;10.12;275.72;280.71;9.44;13.61
2018-01-30 13:30:00;272.36;270.6;13.59;10.2;11.21;274.56;279.48;9.18;13.34
2018-01-30 14:00:00;270.4;268.72;13.69;10.27;11.8;273.33;278.19;8.92;13.07
2018-01-30 14:30:00;268.47;266.87;13.8;10.35;11.73;272.02;276.85;8.67;12.8
2018-01-30 15:00:00;266.58;265.04;13.93;10.43;10.44;270.64;275.45;8.42;12.55
2018-01-30 15:30:00;265.84;264.17;13.47;10.09;10.72;269.54;274.6;8.15;12.18
2018-01-30 16:00:00;265.04;263.24;13.02;9.75;11.98;268.37;273.7;7.9;11.81
2018-01-30 16:30:00;264.19;262.23;12.56;9.41;11.19;267.13;272.74;7.64;11.44
2018-01-30 17:00:00;263.28;261.16;12.11;9.07;10.68;265.8;271.71;7.39;11.08
2018-01-30 17:30:00;262.29;260.0;11.66;8.74;10.51;264.37;270.61;7.15;10.72
2018-01-30 18:00:00;261.23;258.75;11.22;8.41;9.8;262.85;269.44;6.9;10.36
2018-01-30 18:30:00;258.93;256.31;11.02;8.28;9.2;258.52;265.24;6.83;10.18
2018-01-30 19:00:00;256.55;253.81;10.84;8.17;8.19;254.13;260.9;6.8;10.05
2018-01-30 19:30:00;254.09;251.25;10.68;8.08;7.66;249.73;256.48;6.81;9.98
2018-01-30 20:00:00;251.57;248.62;10.54;8.0;8.24;245.36;252.02;6.86;9.97
2018-01-30 20:30:00;248.97;245.96;10.42;7.94;8.26;241.08;247.58;6.95;10.01
2018-01-30 21:00:00;246.33;243.25;10.32;7.89;8.12;236.93;243.21;7.08;10.12
2018-01-30 21:30:00;243.14;239.65;10.08;7.66;8.16;233.49;239.92;7.0;9.96
2018-01-30 22:00:00;239.82;235.83;9.88;7.46;8.01;229.98;236.53;6.94;9.83
2018-01-30 22:30:00;236.37;231.83;9.72;7.3;8.22;226.42;233.06;6.91;9.73
2018-01-30 23:00:00;232.81;227.66;9.59;7.17;10.23;222.84;229.53;6.9;9.67
2018-01-30 23:30:00;229.17;223.37;9.5;7.09;9.46;219.28;225.98;6.93;9.65
2018-01-31 00:00:00;225.48;219.0;9.45;7.04;9.62;215.75;222.42;6.98;9.66
2018-01-31 00:30:00;220.56;214.58;9.5;7.26;8.51;212.45;218.83;7.06;9.68
2018-01-31 01:00:00;215.74;210.45;9.62;7.52;8.86;209.25;215.27;7.17;9.74
2018-01-31 01:30:00;211.07;206.62;9.8;7.82;9.05;206.15;211.76;7.31;9.83
2018-01-31 02:00:00;206.6;203.08;10.05;8.15;9.69;203.17;208.33;7.46;9.95
2018-01-31 02:30:00;202.37;199.83;10.36;8.51;10.06;200.31;205.0;7.63;10.12
